Категория;Ключевое слово;Частота Yandex;Регион;Дата съёма;Затравка;Затравок;Намерение;Слов
Защитное снаряжение;защита голени и стопы venum;2;149;2026-08-19;защита голени;1;бренд;5
Защитное снаряжение;защита голени размеры таблица;2;149;2026-08-19;защита голени;1;выбор;4
Защитное снаряжение;защита голени для роликов;2;149;2026-08-19;защита голени;1;общий;4
Защитное снаряжение;защита голени как называется;2;149;2026-08-19;защита голени;1;общий;4
Защитное снаряжение;защита голени top king;2;149;2026-08-19;защита голени;1;общий;4
Защитное снаряжение;защита голени ног;2;149;2026-08-19;защита голени;1;общий;3
Защитное снаряжение;защита голень стопа карате;2;149;2026-08-19;защита голени;1;общий;4
Защитное снаряжение;защита паха у хоккеистов;2;149;2026-08-19;защита паха;1;общий;4
Защитное снаряжение;как выбрать защиту паха;2;149;2026-08-19;защита паха;1;выбор;4
Защитное снаряжение;защита паха на бронежилет;2;149;2026-08-19;защита паха;1;общий;4
Защитное снаряжение;как называется защита паха на бронежилете;2;149;2026-08-19;защита паха;1;общий;6
Защитное снаряжение;защита паха детская;2;149;2026-08-19;защита паха;1;общий;3
Защитное снаряжение;защита паха ракушка;2;149;2026-08-19;защита паха;1;общий;3
Скакалки;скакалка для бокса;2;149;2026-08-19;скакалка для бокса;1;общий;3
Скакалки;бисерная скакалка купить;2;149;2026-08-19;купить скакалку;1;покупка;3
Скакалки;боксерская скакалка купить;2;149;2026-08-19;купить скакалку;1;покупка;3
